ID,mother_occupation,father_occupation,gender,Daytime_evening_attendance,Target,marital_status,Nacionality,Application_mode,Course,Previous_qualification,Mother_qualification,Father_qualification
583,10,9,0,1,Graduate,1,1,1,9,1,22,28
584,8,8,0,1,Graduate,1,1,8,11,1,22,27
585,4,4,0,1,Graduate,1,1,1,9,1,1,14
586,12,12,0,1,Graduate,1,1,8,6,1,23,14
587,10,9,0,1,Graduate,1,1,8,15,1,23,28
588,10,4,0,1,Graduate,1,1,1,11,1,22,27
589,6,5,0,1,Graduate,1,1,1,13,1,22,1
590,10,4,0,1,Graduate,1,1,1,14,1,13,1
592,10,5,0,1,Graduate,1,1,15,14,14,22,1
595,10,10,0,0,Dropout,1,1,12,17,3,22,27
596,8,1,0,1,Dropout,1,1,8,16,1,23,10
597,10,11,0,1,Dropout,4,1,12,16,1,22,1
598,8,5,0,1,Graduate,1,1,8,14,1,13,27
599,10,10,0,1,Graduate,1,1,8,4,1,23,27
600,10,10,0,1,Dropout,1,1,4,8,3,13,28
601,6,8,0,1,Dropout,1,1,8,5,1,13,28
602,10,5,0,1,Graduate,1,1,4,12,15,1,1
603,5,5,0,0,Graduate,1,1,12,3,1,1,1
604,4,9,0,1,Graduate,1,1,1,12,1,1,27
605,7,7,0,1,Dropout,1,1,1,2,1,7,1
606,4,3,0,1,Dropout,1,1,8,8,1,13,3
607,8,8,0,1,Graduate,1,1,1,12,1,23,14
608,32,44,0,1,Dropout,1,1,8,6,1,13,28
610,29,41,0,1,Graduate,1,1,1,16,1,22,27
611,5,8,0,0,Graduate,2,1,1,3,1,1,27
612,2,2,0,1,Graduate,1,1,1,5,1,1,1
614,10,10,0,1,Graduate,1,1,1,12,1,13,27
615,10,10,0,1,Graduate,1,1,1,12,1,1,27
616,8,9,0,1,Graduate,1,1,8,10,3,22,27
617,10,9,0,1,Graduate,1,1,8,12,1,22,27
618,5,8,0,1,Graduate,1,1,8,12,1,13,27
620,5,6,0,1,Graduate,1,1,1,15,1,3,14
621,5,4,0,1,Dropout,1,1,8,9,1,1,28
622,10,8,0,1,Dropout,1,1,8,16,1,23,28
623,8,6,0,1,Graduate,1,1,8,12,1,23,27
624,10,10,0,1,Dropout,1,1,8,5,1,23,27
625,10,9,0,1,Dropout,1,1,1,16,1,13,14
626,7,7,0,0,Graduate,1,1,15,3,14,22,28
627,10,8,0,1,Graduate,1,1,1,12,1,13,27
628,6,7,0,1,Graduate,1,1,8,15,1,1,28
629,10,10,0,1,Graduate,1,1,1,15,1,13,27
630,10,10,0,1,Graduate,1,1,12,12,1,13,27
632,6,8,0,1,Graduate,1,1,1,12,1,1,14
633,29,44,0,1,Graduate,1,1,12,13,1,23,28
634,10,8,0,1,Graduate,1,1,1,14,1,22,27
635,8,6,0,1,Graduate,1,1,8,10,1,22,27
636,10,10,0,1,Graduate,1,1,1,12,1,22,27
638,5,6,0,1,Graduate,1,1,8,10,1,1,1
639,4,4,0,1,Dropout,1,1,9,15,1,1,1
640,10,1,0,1,Dropout,2,1,12,14,1,22,27
644,8,8,0,1,Dropout,1,1,1,15,1,23,28
647,10,8,0,0,Graduate,2,1,12,17,3,13,14
648,5,4,0,1,Graduate,1,1,14,13,1,1,14
649,6,2,0,1,Graduate,1,1,1,14,1,1,28
650,6,1,0,1,Graduate,1,1,8,10,1,13,1
652,5,4,0,1,Graduate,1,1,12,12,12,1,5
653,7,10,0,1,Graduate,1,1,15,10,14,23,28
654,4,6,0,1,Graduate,1,1,1,15,1,13,28
657,6,8,0,0,Graduate,1,1,16,3,1,1,28
658,6,11,0,1,Graduate,1,1,14,5,1,1,14
659,10,10,0,1,Dropout,1,1,12,4,1,13,14
660,5,3,0,1,Graduate,1,1,15,4,14,1,3
662,5,2,0,1,Graduate,1,1,8,15,1,1,14
663,1,1,0,1,Graduate,1,1,1,14,1,22,27
664,10,8,1,1,Graduate,1,1,8,12,1,3,3
665,7,7,0,1,Graduate,1,5,1,6,1,3,3
666,6,6,0,1,Dropout,1,1,8,15,1,22,28
667,6,8,0,1,Graduate,1,1,16,10,14,23,28
668,5,9,0,1,Dropout,1,1,8,12,1,1,14
669,6,8,0,1,Graduate,1,1,13,12,1,13,27
670,10,10,0,1,Graduate,1,1,1,10,1,22,1
671,12,8,0,0,Dropout,1,1,13,3,1,22,28
672,10,8,0,1,Graduate,1,1,1,12,1,1,14
673,4,4,0,1,Graduate,1,1,1,5,1,13,14
674,6,9,0,1,Graduate,1,1,1,11,1,23,28
675,10,10,0,1,Dropout,1,1,8,16,1,22,27
676,6,8,0,1,Graduate,1,1,8,5,1,1,14
678,1,1,1,1,Dropout,2,1,12,15,12,22,27
679,3,6,0,1,Graduate,1,14,1,2,1,3,3
680,10,10,0,1,Graduate,1,14,8,11,1,13,28
681,5,7,0,1,Graduate,1,14,15,10,14,1,1
682,5,6,0,1,Dropout,1,1,9,6,1,1,1
683,10,11,0,1,Dropout,4,1,12,10,12,22,27
684,10,10,1,1,Graduate,4,1,12,4,12,22,27
685,10,10,1,0,Graduate,2,1,14,17,1,22,27
686,2,10,1,1,Dropout,1,1,12,6,14,22,27
687,10,9,1,1,Graduate,1,1,8,12,1,23,14
688,10,3,1,0,Graduate,3,1,12,17,1,22,1
689,10,8,1,1,Dropout,4,1,12,9,12,22,27
690,10,5,1,1,Dropout,4,1,12,8,12,22,28
691,10,8,1,1,Graduate,2,1,14,4,1,22,27
693,10,9,1,1,Dropout,1,14,12,1,1,23,27
694,3,10,1,1,Graduate,2,1,12,8,12,2,1
695,6,6,1,1,Dropout,1,1,1,9,1,3,1
696,1,1,1,0,Graduate,2,1,1,3,1,22,27
698,10,2,1,1,Graduate,1,1,15,4,14,1,28
699,6,8,1,1,Dropout,1,1,14,7,1,22,28
701,10,4,1,1,Dropout,2,1,12,9,12,22,14
702,3,3,1,1,Dropout,1,1,4,13,4,5,5
703,10,10,1,0,Dropout,2,1,12,17,1,22,27
704,10,10,1,1,Graduate,1,1,12,10,9,22,27
705,10,10,1,0,Dropout,5,1,12,17,1,22,27
706,5,9,1,0,Graduate,2,1,12,3,1,13,1
707,10,7,1,1,Graduate,2,1,12,4,1,22,27
708,10,10,1,1,Graduate,2,1,12,11,1,1,14
709,10,8,1,0,Dropout,1,1,12,3,1,22,9
710,12,12,1,0,Dropout,2,1,12,17,12,23,28
711,10,9,1,1,Dropout,1,1,12,7,1,22,27
712,12,12,1,1,Graduate,2,1,12,6,1,22,27
713,3,3,1,1,Graduate,1,1,1,12,1,3,3
714,7,7,1,1,Graduate,2,1,12,6,1,22,27
715,5,11,1,0,Graduate,1,1,14,3,1,13,27
716,1,12,1,1,Dropout,1,1,12,8,7,19,26
717,4,10,1,1,Dropout,4,1,12,14,1,2,1
720,5,5,1,1,Dropout,1,1,14,1,12,23,28
722,10,6,1,1,Graduate,1,1,1,2,1,13,28
723,12,6,1,0,Dropout,1,1,12,3,1,22,27
724,12,11,1,1,Dropout,1,1,4,8,3,22,18
725,10,8,1,1,Graduate,4,1,4,12,3,22,28
726,4,4,1,1,Graduate,1,1,16,14,1,10,5
727,10,10,1,0,Dropout,1,1,12,17,1,22,27
728,5,8,1,1,Graduate,1,14,1,2,1,13,1
730,10,10,1,1,Dropout,1,1,1,15,1,13,27
731,5,7,1,1,Graduate,1,1,15,4,14,2,1
732,7,7,1,1,Graduate,1,1,1,11,1,1,14
733,5,8,1,1,Graduate,2,1,12,9,1,13,27
734,7,8,1,1,Dropout,4,1,12,8,1,22,27
735,5,11,1,1,Graduate,1,1,8,14,1,3,3
737,6,8,1,1,Dropout,1,1,8,11,1,22,27
739,9,9,1,1,Dropout,1,1,16,15,1,1,14
740,10,8,1,1,Dropout,1,1,1,5,1,13,14
741,3,3,1,1,Graduate,1,1,1,11,1,3,3
742,4,4,1,1,Dropout,1,1,8,12,1,3,3
743,5,9,1,0,Dropout,1,1,12,17,1,1,14
744,10,10,1,1,Graduate,1,1,12,15,9,1,1
745,5,6,1,1,Dropout,2,1,14,4,1,1,1
746,5,5,1,1,Dropout,1,1,16,4,14,1,14
747,10,7,1,1,Graduate,1,11,14,6,1,23,28
748,12,4,1,1,Dropout,1,1,12,14,6,1,1
749,6,4,0,1,Graduate,1,1,1,12,1,1,1
750,6,6,0,1,Graduate,1,1,1,14,1,23,27
751,10,10,0,1,Graduate,1,1,1,5,1,22,27
752,4,4,0,1,Graduate,1,1,13,12,1,22,27
753,8,10,0,0,Dropout,2,1,12,17,12,13,27
754,10,10,1,1,Graduate,1,1,1,5,1,22,27
755,5,6,1,1,Dropout,1,1,1,2,1,1,14
756,10,6,1,1,Dropout,1,14,6,14,1,1,1
757,10,5,1,0,Dropout,1,1,14,17,1,22,2
758,4,4,1,1,Graduate,1,1,1,11,1,1,1
759,10,10,0,1,Graduate,2,1,14,9,1,22,27
760,3,3,1,1,Graduate,1,1,8,4,1,3,3
762,10,10,1,0,Graduate,2,1,14,3,12,22,27
764,6,6,1,0,Graduate,2,1,15,3,14,1,1
767,5,2,0,0,Graduate,1,1,4,17,15,1,27
768,10,8,1,0,Graduate,2,1,12,3,1,22,27
769,6,6,1,1,Graduate,1,1,8,14,1,13,14
770,10,10,0,1,Graduate,1,1,1,6,1,1,1
771,6,6,0,1,Dropout,1,1,8,15,1,1,14
773,5,11,0,1,Graduate,1,1,1,10,1,23,1
775,5,8,0,1,Dropout,1,1,15,6,14,1,1
776,5,5,0,1,Graduate,1,1,14,6,1,2,1
777,5,3,0,1,Dropout,1,1,1,2,1,3,2
779,6,6,0,1,Graduate,1,1,8,15,1,1,14
780,8,8,0,1,Graduate,1,1,8,15,1,23,28
781,6,5,0,1,Dropout,1,1,8,14,1,1,1
782,4,9,0,1,Graduate,1,1,1,12,1,13,27
784,10,10,0,1,Graduate,1,1,1,15,1,1,24
785,2,2,0,1,Graduate,1,1,1,10,1,1,1
786,2,3,0,1,Graduate,1,1,1,5,1,3,3
787,5,6,0,1,Graduate,1,1,1,12,1,3,1
788,1,12,0,1,Dropout,1,1,3,6,1,22,27
789,6,5,0,1,Graduate,1,1,8,2,1,13,1
790,10,10,0,1,Graduate,1,1,8,15,1,1,14
791,3,3,1,1,Dropout,1,1,12,12,1,3,3
792,10,3,0,1,Graduate,1,1,8,10,1,1,30
793,3,6,0,1,Graduate,1,1,8,10,1,3,1
794,4,4,0,1,Graduate,1,1,1,15,1,13,14
795,6,9,0,1,Graduate,1,1,1,15,1,23,28
796,10,9,0,1,Graduate,1,1,15,5,1,1,1
797,5,9,0,1,Graduate,1,1,9,12,1,1,1
798,10,10,0,1,Graduate,1,1,1,8,1,1,27
801,10,9,0,1,Dropout,1,1,1,10,1,13,1
802,6,6,0,1,Graduate,1,1,8,9,1,13,14
803,10,10,0,1,Graduate,1,1,1,15,1,23,28
804,6,4,0,1,Graduate,1,1,1,16,1,1,3
806,4,6,0,1,Graduate,1,1,8,5,1,1,28
808,5,8,0,1,Dropout,1,1,1,15,1,1,3
810,10,5,0,1,Dropout,1,1,1,10,1,1,1
811,6,8,0,1,Graduate,1,1,8,16,1,13,28
812,10,10,0,1,Graduate,1,1,8,12,1,13,28
813,4,4,0,1,Graduate,1,1,1,12,1,3,4
814,5,5,0,1,Graduate,1,1,1,16,1,13,3
817,5,5,0,1,Graduate,1,1,7,5,1,1,1
819,10,12,0,0,Graduate,1,1,1,3,1,19,27
820,10,10,0,1,Graduate,1,1,1,9,1,13,14
821,10,4,0,1,Graduate,1,1,1,2,1,10,14
823,10,10,0,1,Graduate,1,1,1,10,1,13,14
824,10,10,0,1,Graduate,1,1,9,15,1,1,1
825,5,4,0,1,Graduate,1,1,8,14,1,1,3
826,6,8,0,1,Dropout,1,1,8,16,1,1,1
827,10,8,0,1,Graduate,1,1,1,5,1,1,3
828,5,6,0,1,Graduate,1,1,1,12,1,13,14
829,4,6,0,1,Dropout,1,1,14,14,1,3,14
830,4,4,0,1,Dropout,1,1,8,11,1,24,3
831,1,1,0,1,Dropout,1,1,12,10,7,19,24
833,10,7,1,1,Dropout,2,1,12,8,1,22,27
834,12,6,1,1,Dropout,2,1,12,7,1,22,27
836,4,5,1,1,Dropout,1,1,8,7,1,3,3
838,3,9,1,1,Dropout,1,1,15,8,14,3,1
839,4,11,1,1,Graduate,1,1,1,9,1,23,1
840,10,10,0,1,Dropout,1,14,1,9,1,3,3
842,4,1,1,1,Dropout,1,1,12,8,1,3,24
843,10,6,0,1,Graduate,1,1,1,12,1,22,28
844,10,10,0,1,Graduate,1,1,1,10,1,23,24
845,10,9,0,1,Dropout,1,1,1,2,1,22,27
846,32,23,0,0,Graduate,2,1,12,17,1,1,1
847,10,10,0,1,Graduate,1,1,8,9,1,13,14
849,5,5,0,1,Graduate,1,1,8,12,1,1,14
850,2,2,0,1,Graduate,1,1,1,12,1,3,3
852,10,10,0,1,Graduate,1,1,1,10,1,13,14
853,10,10,1,1,Graduate,2,1,12,12,1,1,14
855,5,2,1,1,Dropout,1,1,1,15,1,1,29
856,5,4,1,1,Dropout,1,1,1,10,1,1,14
857,10,11,1,1,Dropout,1,1,12,4,9,22,1
858,5,7,1,1,Dropout,1,1,3,7,1,13,27
859,1,4,1,1,Dropout,1,1,1,15,1,19,28
860,6,5,1,1,Dropout,1,1,9,7,1,1,2
861,10,10,1,1,Dropout,1,1,12,9,9,13,28
862,6,9,1,1,Dropout,1,1,15,5,14,1,14
863,10,9,1,1,Dropout,1,1,12,14,1,23,14
864,6,5,1,1,Dropout,1,1,15,6,14,1,1
865,5,11,1,1,Graduate,1,1,1,12,1,1,1
866,12,12,1,1,Dropout,1,1,12,7,3,1,28
867,4,8,1,1,Dropout,1,1,12,7,12,22,28
868,5,6,1,1,Graduate,1,1,9,11,1,13,14
869,10,8,1,1,Graduate,1,1,1,2,1,13,1
870,29,44,1,1,Graduate,1,1,1,11,1,1,1
871,1,1,1,1,Dropout,2,1,12,7,1,19,24
872,6,6,1,0,Graduate,1,1,13,17,1,13,14
874,32,45,1,1,Graduate,1,1,1,4,1,1,14
875,10,10,1,1,Graduate,1,1,1,12,1,23,28
876,10,10,1,1,Dropout,1,1,8,5,1,23,14
877,5,6,1,1,Dropout,1,1,12,13,1,13,14
878,8,11,1,1,Graduate,1,1,1,14,1,13,14
879,10,4,1,1,Dropout,1,1,15,5,14,13,1
880,10,9,1,1,Graduate,1,1,8,5,1,23,28
881,3,6,1,1,Graduate,1,1,1,2,1,3,2
882,10,7,1,1,Dropout,1,1,12,4,1,13,27
883,5,8,1,1,Dropout,1,1,12,4,1,22,27
884,5,10,0,1,Graduate,1,1,7,12,1,2,28
885,1,1,0,1,Graduate,1,1,13,15,6,19,24
886,1,1,0,1,Graduate,1,1,7,15,1,23,12
887,10,8,0,1,Graduate,1,1,14,10,1,22,27
888,5,8,0,1,Graduate,1,1,1,12,1,13,14
889,10,6,0,1,Graduate,1,1,1,15,1,23,28
890,10,10,0,1,Graduate,1,1,1,15,1,1,14
891,28,44,0,1,Dropout,1,1,12,2,1,22,28
892,10,10,0,1,Graduate,1,1,14,12,1,22,27
893,10,5,0,0,Dropout,1,1,4,3,3,22,10
894,5,8,0,1,Graduate,1,1,13,6,14,1,1
895,5,10,0,0,Dropout,2,1,15,17,14,1,27
896,6,6,0,1,Graduate,1,1,8,15,1,22,27
897,6,10,0,1,Graduate,1,1,14,5,14,13,27
899,8,8,0,1,Graduate,1,1,8,14,1,13,14
900,10,8,0,1,Dropout,1,1,8,9,1,13,14
901,6,6,0,1,Graduate,1,1,14,10,1,23,28
902,8,8,0,1,Graduate,1,1,4,12,3,22,28
903,10,5,0,1,Graduate,1,1,1,12,1,22,1
904,10,10,0,1,Dropout,1,1,1,9,1,13,14
905,6,6,0,1,Graduate,1,1,1,12,1,1,1
906,8,8,0,1,Dropout,1,1,1,14,1,1,1
907,8,7,0,1,Graduate,1,1,8,10,1,13,28
909,8,11,0,1,Dropout,1,1,1,2,1,23,14
910,10,6,0,1,Graduate,1,1,1,16,1,22,27
911,6,5,0,1,Graduate,1,1,1,6,1,13,1
912,10,10,0,0,Dropout,2,1,12,17,1,22,27
913,10,8,0,0,Graduate,4,1,12,3,1,22,27
914,10,7,0,1,Dropout,1,1,12,12,1,22,27
915,5,6,0,1,Graduate,1,12,6,15,1,13,14
916,12,12,0,0,Dropout,2,1,12,17,1,19,24
917,9,11,0,0,Dropout,2,1,12,3,7,22,27
918,10,5,0,1,Graduate,2,1,15,4,14,22,28
919,10,8,0,0,Graduate,6,1,12,3,1,22,1
920,10,4,0,0,Graduate,4,1,12,3,12,22,27
921,10,10,0,0,Graduate,1,1,12,3,1,22,27
922,5,3,0,1,Dropout,1,1,8,10,1,1,3
923,10,7,0,1,Dropout,1,1,12,12,12,22,27
925,10,8,0,1,Graduate,1,1,12,12,1,22,27
926,5,12,0,1,Dropout,1,1,4,6,3,13,15
929,1,1,0,1,Dropout,1,1,1,10,1,13,27
931,10,10,0,1,Graduate,1,1,1,16,1,13,28
932,8,8,0,1,Graduate,2,1,4,14,3,22,27
933,10,10,0,1,Dropout,2,1,12,9,1,22,27
935,4,4,0,1,Graduate,1,1,1,2,1,1,1
936,10,10,0,1,Dropout,1,1,12,12,12,23,28
939,12,8,0,0,Dropout,4,1,12,3,12,22,27
940,6,6,0,1,Graduate,1,1,1,15,1,13,14
941,10,5,0,1,Graduate,1,1,1,10,1,22,14
943,10,11,0,1,Dropout,1,1,4,6,3,1,14
944,10,8,0,1,Graduate,1,1,7,13,1,22,27
945,8,8,0,1,Graduate,1,1,8,11,1,22,27
946,4,4,1,1,Graduate,1,1,1,9,1,3,14
947,1,3,1,1,Dropout,1,1,8,15,1,3,5
948,1,1,1,1,Graduate,2,1,14,14,1,19,24
949,10,3,1,1,Dropout,1,1,12,9,1,22,3
950,10,10,1,0,Graduate,1,1,12,17,1,22,27
951,10,10,1,0,Dropout,2,1,12,17,1,22,27
952,5,9,1,1,Graduate,1,1,15,4,14,1,14
953,2,11,0,1,Dropout,1,1,9,12,1,13,1
954,3,10,1,1,Dropout,1,1,13,7,1,3,1
955,5,12,1,1,Dropout,1,1,8,14,1,1,1
956,10,10,1,1,Graduate,1,1,8,15,1,13,27
957,10,5,1,1,Graduate,1,1,1,15,1,23,1
958,6,6,1,1,Graduate,1,1,1,9,1,1,14
959,1,1,1,1,Dropout,1,1,1,14,1,11,9
960,1,1,1,1,Dropout,1,1,12,14,1,19,24
961,10,10,1,1,Graduate,1,1,14,9,1,22,27
962,3,5,1,1,Graduate,1,1,1,8,1,3,1
964,4,8,1,1,Graduate,1,1,1,15,1,1,3
965,3,9,1,1,Graduate,1,1,15,4,14,4,1
966,10,6,1,0,Dropout,2,1,12,17,1,13,27
967,10,11,1,1,Dropout,1,1,12,4,9,22,14
968,1,1,1,0,Dropout,2,1,12,17,1,19,24
970,1,1,1,1,Graduate,1,1,14,14,1,19,24
971,8,4,1,1,Dropout,4,1,13,9,1,22,28
972,8,8,1,1,Dropout,2,1,12,7,12,22,27
973,8,8,1,1,Graduate,2,1,14,16,1,22,27
974,10,4,1,0,Graduate,2,1,12,17,1,22,14
976,10,9,1,1,Graduate,1,1,12,12,12,23,28
977,30,29,1,1,Graduate,2,1,1,6,1,13,14
978,8,6,1,0,Dropout,1,1,12,17,12,13,27
979,10,7,1,1,Graduate,1,1,9,4,1,1,28
980,7,7,1,1,Dropout,1,1,13,7,6,20,25
982,5,6,1,1,Graduate,1,1,1,15,1,1,28
984,3,11,1,1,Dropout,1,1,1,9,1,1,1
985,4,4,1,1,Graduate,1,1,1,12,1,13,14
986,5,7,1,1,Graduate,1,1,4,4,4,1,1
987,6,1,1,1,Dropout,1,1,8,5,1,1,1
988,4,5,1,1,Dropout,1,1,1,10,1,2,2
989,10,2,1,1,Dropout,1,1,8,6,1,13,28
990,10,3,0,1,Graduate,1,1,8,12,1,1,3
991,3,3,0,1,Graduate,1,1,1,8,1,3,3
992,4,4,0,1,Dropout,1,1,1,15,1,1,3
993,5,10,0,1,Graduate,1,1,15,10,14,3,14
994,29,43,0,1,Graduate,2,1,4,10,3,22,27
995,10,9,0,0,Graduate,1,1,12,3,1,22,27
998,4,4,0,1,Graduate,1,1,8,11,1,1,14
999,1,1,0,1,Dropout,1,1,1,5,1,19,24
1000,6,6,0,1,Dropout,1,1,8,5,1,23,1
1001,10,10,0,1,Dropout,1,1,1,14,1,13,28
1002,3,6,0,1,Graduate,1,1,1,2,1,3,4
1003,8,8,0,1,Graduate,1,1,8,9,1,13,14
1004,4,5,0,1,Dropout,1,1,8,10,1,1,3
1005,6,6,0,1,Graduate,1,1,8,6,1,3,14
1006,10,7,0,1,Graduate,1,1,8,12,1,22,27
1007,10,11,0,1,Graduate,1,1,17,10,16,22,27
1008,6,6,0,1,Graduate,1,1,1,12,1,13,27
1009,4,4,0,1,Graduate,1,1,8,14,1,1,28
1010,10,11,0,1,Graduate,1,1,1,12,1,13,14
1011,5,4,0,1,Graduate,1,1,8,12,1,13,1
1012,5,6,0,1,Graduate,1,1,8,9,1,1,28
1013,5,6,0,1,Dropout,1,1,1,15,1,13,1
1014,29,28,0,1,Graduate,1,1,9,9,1,22,28
1015,10,9,0,1,Graduate,1,1,8,11,1,13,14
1016,10,10,0,1,Dropout,1,1,8,9,1,22,1
1017,4,6,0,1,Graduate,1,1,16,5,1,3,1
1018,10,13,0,1,Dropout,1,1,8,14,1,13,27
1019,5,10,0,1,Graduate,1,1,8,15,1,1,1
1020,5,8,0,1,Graduate,1,1,1,12,1,1,28
1021,5,10,0,1,Graduate,1,1,15,9,14,13,1
1022,3,3,0,1,Graduate,1,1,14,12,1,26,3
1023,10,10,0,1,Graduate,1,1,8,5,1,23,28
1024,29,36,0,1,Graduate,1,1,9,16,1,23,28
1025,5,12,0,1,Dropout,1,1,8,6,1,1,14
1026,5,12,0,1,Graduate,1,1,1,6,1,18,14
1027,10,10,0,1,Graduate,1,1,1,11,1,13,27
1028,10,5,0,1,Graduate,1,1,8,12,1,13,14
1029,10,10,0,1,Graduate,1,1,1,12,1,1,1
1030,5,4,0,1,Graduate,1,1,1,9,1,1,14
1032,9,9,0,1,Graduate,1,1,1,15,1,22,27
1033,10,10,0,1,Graduate,1,1,8,6,1,1,27
1034,8,8,0,1,Dropout,1,1,8,5,1,23,14
1036,10,8,0,1,Dropout,1,1,8,10,1,1,28
1037,5,3,0,1,Graduate,1,1,1,10,1,1,3
1038,5,10,0,1,Graduate,1,1,13,6,1,1,28
1040,5,6,0,1,Graduate,1,1,8,5,1,1,14
1041,10,8,0,1,Graduate,1,1,9,12,1,22,27
1042,10,7,0,1,Graduate,4,1,14,14,1,22,27
1043,10,10,0,1,Graduate,1,1,1,12,1,23,28
1044,5,8,0,1,Graduate,1,1,1,11,1,13,14
1045,5,10,0,0,Dropout,1,1,4,17,15,1,14
1046,3,11,0,1,Dropout,1,1,1,15,1,3,28
1047,5,5,0,1,Graduate,1,1,1,12,1,2,1
1048,10,7,0,1,Graduate,1,1,1,12,1,1,14
1049,6,6,0,1,Graduate,1,1,1,12,1,23,28
1050,5,9,0,1,Graduate,1,1,1,2,1,1,28
1051,5,8,0,1,Graduate,1,1,8,12,1,13,27
1052,5,6,0,1,Dropout,1,1,8,12,1,3,3
1053,3,3,0,1,Graduate,1,1,15,6,14,3,3
1054,10,8,0,1,Graduate,1,1,1,12,1,22,27
1055,6,8,0,1,Graduate,1,1,1,12,1,13,14
1056,5,5,0,1,Dropout,1,1,1,12,1,1,27
1057,2,8,0,1,Graduate,1,1,1,12,1,1,28
1058,2,6,0,1,Dropout,1,1,12,14,9,1,14
1059,5,11,0,1,Graduate,1,1,1,12,1,13,14
1060,6,6,0,1,Dropout,1,1,17,10,16,1,14
1061,8,8,0,1,Dropout,1,1,1,5,1,13,14
1062,10,11,0,0,Graduate,1,1,12,3,1,22,9
1063,5,5,0,1,Graduate,1,1,1,12,1,13,1
1065,6,11,0,0,Dropout,1,1,4,3,15,13,1
1066,6,7,0,1,Graduate,1,1,1,12,1,23,27
1067,4,4,0,1,Graduate,1,1,1,9,1,22,28
1068,10,9,0,1,Graduate,1,1,14,12,1,1,14
1069,10,10,0,1,Graduate,1,1,1,14,1,13,14
1070,5,5,0,1,Graduate,1,1,1,12,1,1,1
1071,9,9,0,1,Graduate,1,1,15,10,14,13,14
1073,2,12,0,1,Graduate,1,1,1,6,1,3,3
1074,10,6,0,1,Graduate,1,1,1,10,1,22,27
1075,5,8,0,1,Graduate,1,1,1,15,1,13,14
1076,10,10,0,1,Dropout,1,1,2,16,1,13,28
1077,6,10,0,1,Dropout,1,1,8,11,1,22,27
1078,3,4,0,1,Dropout,1,1,14,2,1,3,1
1079,5,10,0,1,Graduate,1,1,1,12,1,1,27
1080,5,1,0,1,Graduate,1,1,1,5,1,1,14
1081,10,10,0,1,Graduate,1,1,1,11,1,13,14
1083,10,5,0,1,Graduate,1,1,1,16,1,1,14
1084,10,4,0,1,Graduate,1,1,1,5,1,13,1
1085,3,2,0,1,Dropout,1,1,8,8,1,3,1
1086,10,6,0,1,Graduate,1,1,8,14,1,10,28
1087,18,16,0,1,Graduate,1,1,1,15,1,23,14
1090,5,6,0,1,Graduate,1,1,8,8,1,1,1
1091,6,9,0,1,Dropout,1,1,8,15,1,13,14
1092,1,8,0,1,Graduate,1,1,8,10,1,22,28
1093,5,5,0,1,Dropout,1,1,9,15,1,13,14
1094,10,10,0,1,Graduate,1,1,8,12,1,13,1
1095,10,10,0,1,Dropout,1,1,1,16,1,22,27
1096,6,9,0,1,Dropout,1,1,8,14,3,10,3
1097,10,10,0,1,Graduate,1,1,1,11,1,22,28
1098,6,4,0,1,Graduate,1,1,1,15,1,1,4
1099,2,10,0,1,Graduate,1,1,1,12,1,13,27
1100,10,10,0,1,Dropout,1,1,1,6,6,13,14
1101,10,10,0,1,Dropout,1,1,8,8,1,13,14
1104,1,6,0,1,Graduate,1,1,1,10,1,13,14
1105,10,10,0,1,Dropout,1,1,1,2,1,22,28
1106,1,1,0,1,Dropout,1,1,1,12,1,19,24
1107,9,9,0,1,Graduate,1,1,1,12,1,23,14
1108,6,10,0,0,Dropout,1,1,16,17,16,13,27
1109,12,8,0,1,Graduate,1,1,8,6,1,13,26
1110,7,7,0,1,Graduate,1,1,15,4,14,23,28
1111,7,8,0,1,Graduate,1,1,1,12,1,1,14
1114,10,8,0,1,Graduate,1,1,1,12,1,13,14
1115,10,8,0,1,Graduate,1,1,9,12,1,23,27
1116,2,10,0,1,Dropout,1,1,1,5,1,3,28
1117,10,6,0,1,Graduate,1,1,1,12,1,23,14
1119,6,10,0,1,Graduate,1,1,8,12,1,13,28
1121,6,6,0,1,Graduate,1,1,1,14,1,1,1
1122,5,9,0,1,Graduate,1,1,13,12,1,1,14
1123,10,10,0,1,Graduate,1,1,15,4,14,22,28
1124,10,10,0,1,Graduate,1,1,1,15,1,23,27
1125,10,10,0,1,Graduate,1,1,1,14,1,22,28
1126,3,11,0,1,Graduate,1,1,12,12,3,3,27
1127,10,10,0,1,Graduate,1,1,1,10,1,22,28
1128,10,7,0,1,Graduate,1,1,1,9,1,22,27
1129,6,9,0,1,Graduate,5,1,8,12,1,22,28
1130,8,8,0,1,Graduate,1,1,1,12,1,13,27
1131,10,4,0,1,Graduate,1,1,13,12,1,1,2
1133,10,6,0,1,Graduate,1,1,1,12,1,13,1
1134,6,7,0,1,Dropout,1,1,8,11,1,22,27
1135,6,7,0,1,Dropout,1,1,15,2,14,22,27
1136,10,10,0,1,Graduate,1,1,1,5,1,22,28
1137,5,10,0,1,Dropout,1,1,1,11,1,1,28
1138,4,4,0,1,Graduate,1,1,8,12,1,23,27
1139,5,7,0,1,Graduate,1,1,1,6,1,13,14
1140,6,7,0,1,Graduate,1,1,1,12,1,23,14
1142,3,3,0,1,Dropout,1,1,1,14,1,1,1
