ID,mother_occupation,father_occupation,gender,Daytime_evening_attendance,Target
1107,9,9,0,1,Graduate
1108,6,10,0,0,Dropout
1109,12,8,0,1,Graduate
1110,7,7,0,1,Graduate
1111,7,8,0,1,Graduate
1114,10,8,0,1,Graduate
1115,10,8,0,1,Graduate
1116,2,10,0,1,Dropout
1117,10,6,0,1,Graduate
1119,6,10,0,1,Graduate
1121,6,6,0,1,Graduate
1122,5,9,0,1,Graduate
1123,10,10,0,1,Graduate
1124,10,10,0,1,Graduate
1125,10,10,0,1,Graduate
1126,3,11,0,1,Graduate
1127,10,10,0,1,Graduate
1128,10,7,0,1,Graduate
1129,6,9,0,1,Graduate
1130,8,8,0,1,Graduate
1131,10,4,0,1,Graduate
1133,10,6,0,1,Graduate
1134,6,7,0,1,Dropout
1135,6,7,0,1,Dropout
1136,10,10,0,1,Graduate
1137,5,10,0,1,Dropout
1138,4,4,0,1,Graduate
1139,5,7,0,1,Graduate
1140,6,7,0,1,Graduate
1142,3,3,0,1,Dropout
1143,10,6,0,1,Graduate
1145,1,1,0,0,Graduate
1147,6,8,0,0,Graduate
1149,5,5,0,1,Graduate
1150,5,6,0,1,Graduate
1151,10,2,0,1,Dropout
1154,8,8,0,1,Graduate
1156,10,8,0,1,Dropout
1157,10,8,0,1,Graduate
1158,10,8,0,1,Graduate
1159,4,10,0,1,Graduate
1160,10,10,0,0,Graduate
1162,10,6,0,1,Graduate
1163,4,5,0,0,Graduate
1164,10,10,0,1,Dropout
1165,6,10,0,0,Graduate
1166,10,10,0,1,Dropout
1167,1,1,1,1,Graduate
1168,3,8,0,1,Dropout
1169,6,8,1,1,Graduate
1170,6,8,1,1,Graduate
1171,5,4,1,1,Graduate
1172,1,1,1,1,Dropout
1174,10,10,1,1,Graduate
1175,6,6,1,1,Dropout
1176,6,7,0,1,Graduate
1177,10,2,1,1,Graduate
1178,10,10,0,1,Dropout
1179,10,10,0,1,Graduate
1180,10,10,0,1,Dropout
1181,10,10,0,1,Graduate
1182,6,6,0,1,Graduate
1183,10,10,0,1,Dropout
1185,10,10,0,1,Graduate
1187,10,8,0,1,Dropout
1188,6,8,0,1,Graduate
1189,5,5,0,1,Graduate
1190,1,1,0,1,Dropout
1191,5,5,0,1,Graduate
1192,8,8,0,1,Graduate
1193,4,7,0,1,Graduate
1194,10,10,0,1,Graduate
1196,10,4,0,1,Dropout
1197,6,6,0,1,Dropout
1198,5,5,0,1,Graduate
1199,6,6,0,1,Graduate
1200,5,5,0,1,Graduate
1201,5,9,0,0,Graduate
1202,10,8,0,1,Dropout
1203,32,35,0,1,Graduate
1204,1,1,0,1,Dropout
1205,2,10,0,1,Graduate
1206,12,1,0,1,Graduate
1208,1,6,0,0,Dropout
1209,10,10,0,1,Dropout
1210,10,10,0,1,Dropout
1212,10,5,0,1,Graduate
1213,1,1,0,1,Graduate
1215,4,8,0,1,Graduate
1216,6,9,0,1,Graduate
1217,8,7,0,0,Graduate
1218,5,11,0,1,Graduate
1219,10,8,0,1,Graduate
1220,4,5,0,1,Dropout
1221,10,6,0,1,Graduate
1222,6,4,0,0,Dropout
1223,2,6,0,0,Graduate
1224,8,8,0,1,Graduate
1225,8,8,0,1,Graduate
1226,5,4,0,1,Graduate
1227,6,8,0,1,Graduate
1228,5,9,0,1,Graduate
1230,6,7,0,1,Graduate
1231,5,5,0,1,Graduate
1232,5,11,0,1,Graduate
1233,5,6,0,1,Graduate
1234,2,2,0,1,Graduate
1235,8,5,0,0,Dropout
1236,5,4,0,1,Graduate
1237,8,8,1,1,Dropout
1238,10,10,1,1,Graduate
1239,5,5,1,1,Dropout
1240,10,10,1,0,Dropout
1241,5,5,1,1,Dropout
1243,10,2,0,1,Graduate
1244,5,10,0,0,Dropout
1245,6,6,0,1,Dropout
1246,10,10,0,1,Graduate
1247,10,10,0,1,Dropout
1249,6,4,0,1,Dropout
1250,5,9,0,1,Graduate
1251,10,6,0,1,Graduate
1252,8,9,0,1,Graduate
1253,8,9,0,1,Graduate
1255,6,6,0,1,Dropout
1256,6,6,0,1,Graduate
1257,8,8,0,1,Graduate
1258,5,8,0,1,Graduate
1259,10,10,0,1,Graduate
1260,4,4,0,1,Graduate
1261,10,4,1,1,Dropout
1262,10,10,1,1,Dropout
1263,8,4,0,1,Graduate
1264,10,6,0,1,Graduate
1265,5,6,0,1,Graduate
1266,10,11,0,1,Graduate
1267,10,8,0,1,Graduate
1269,7,7,0,1,Dropout
1271,10,10,0,1,Graduate
1272,10,9,0,1,Dropout
1273,8,9,0,1,Dropout
1274,10,8,0,0,Graduate
1275,5,8,0,1,Graduate
1276,10,8,0,1,Graduate
1277,10,10,0,1,Dropout
1279,10,10,0,1,Graduate
1280,5,10,1,1,Graduate
1281,8,10,1,1,Graduate
1282,5,8,1,1,Dropout
1283,5,5,1,1,Graduate
1284,6,8,1,1,Graduate
1285,4,4,1,1,Dropout
1287,10,10,1,1,Graduate
1288,1,1,1,1,Graduate
1289,10,8,1,1,Graduate
1291,10,10,1,1,Graduate
1292,10,8,1,1,Dropout
1293,3,10,1,1,Graduate
1294,10,4,1,1,Dropout
1295,5,5,1,0,Dropout
1296,1,1,1,1,Dropout
1297,10,7,1,1,Dropout
1298,5,10,1,0,Graduate
1300,4,5,1,1,Dropout
1301,4,10,1,1,Dropout
1302,3,3,1,1,Graduate
1303,2,11,1,1,Graduate
1304,8,8,0,1,Graduate
1305,10,10,0,1,Graduate
1306,9,9,0,1,Graduate
1307,6,8,0,1,Graduate
1308,6,8,0,1,Graduate
1309,10,10,0,1,Graduate
1310,21,37,0,1,Graduate
1311,10,7,0,1,Graduate
1312,10,6,0,1,Graduate
1313,3,4,0,1,Dropout
1315,10,8,0,1,Graduate
1317,1,9,0,1,Dropout
1318,6,8,0,1,Dropout
1319,5,9,0,1,Graduate
1320,10,4,0,1,Graduate
1322,10,10,0,1,Graduate
1323,6,6,0,1,Graduate
1325,10,10,0,1,Graduate
1327,1,8,0,1,Dropout
1328,4,4,0,1,Graduate
1330,10,8,0,1,Graduate
1331,4,11,0,1,Graduate
1332,2,4,0,1,Dropout
1334,6,6,0,1,Graduate
1338,10,10,0,1,Dropout
1339,8,9,0,1,Graduate
1340,7,10,0,1,Graduate
1341,10,10,0,1,Graduate
1342,8,8,0,1,Graduate
1343,10,8,0,1,Graduate
1344,5,9,0,1,Dropout
1345,5,5,0,1,Graduate
1346,4,4,0,1,Graduate
1349,5,10,0,1,Graduate
1350,4,4,0,1,Graduate
1351,10,10,0,1,Graduate
1352,5,4,0,1,Graduate
1353,5,10,0,1,Dropout
1356,1,1,0,1,Dropout
1357,10,6,1,1,Dropout
1358,5,11,1,1,Dropout
1359,10,10,1,1,Dropout
1360,15,31,1,1,Dropout
1361,10,10,1,1,Graduate
1362,6,6,1,1,Dropout
1363,10,10,1,1,Graduate
1364,5,10,1,1,Graduate
1365,4,4,1,1,Dropout
1366,4,6,1,1,Dropout
1367,10,10,1,1,Graduate
1368,8,4,1,1,Dropout
1369,10,10,1,1,Graduate
1370,5,9,1,0,Graduate
1371,10,10,1,1,Graduate
1372,6,10,1,1,Graduate
1373,4,6,1,1,Graduate
1374,5,9,1,1,Dropout
1375,6,2,1,1,Dropout
1377,8,8,1,1,Graduate
1378,6,6,1,1,Dropout
1379,6,10,1,1,Dropout
1380,3,9,1,1,Graduate
1381,10,10,1,1,Dropout
1382,5,2,1,1,Graduate
1383,10,9,1,1,Graduate
1384,6,4,1,1,Graduate
1385,2,10,1,1,Dropout
1386,4,3,1,1,Dropout
1387,10,6,1,1,Graduate
1388,5,12,1,1,Dropout
1390,3,8,0,1,Graduate
1391,4,11,0,1,Graduate
1392,10,10,0,1,Dropout
1393,5,10,0,1,Graduate
1394,29,39,0,1,Graduate
1395,10,4,0,1,Graduate
1397,4,10,0,1,Graduate
1398,10,10,0,1,Graduate
1399,10,9,0,1,Graduate
1401,10,8,0,1,Graduate
1402,2,12,0,1,Graduate
1403,10,8,0,1,Graduate
1404,3,9,1,1,Dropout
1405,6,9,1,1,Dropout
1406,6,6,0,1,Graduate
1408,6,1,0,1,Dropout
1409,10,2,1,1,Graduate
1410,10,6,0,0,Dropout
1411,10,8,0,1,Graduate
1412,10,10,1,1,Graduate
1414,5,8,0,1,Graduate
1415,12,12,0,1,Graduate
1416,12,8,0,1,Dropout
1417,6,6,0,1,Graduate
1418,6,8,0,1,Graduate
1419,10,11,0,1,Dropout
1420,10,6,0,1,Dropout
1422,10,8,0,1,Graduate
1423,7,7,0,1,Graduate
1425,6,6,0,1,Graduate
1426,3,7,0,1,Graduate
1429,10,8,0,1,Graduate
1430,6,8,0,1,Graduate
1431,5,10,0,1,Dropout
1433,5,9,0,1,Graduate
1435,4,5,1,1,Dropout
1437,10,10,0,0,Graduate
1438,10,10,0,1,Graduate
1439,10,7,1,1,Graduate
1440,8,4,1,1,Graduate
1441,10,10,1,1,Graduate
1442,5,4,1,1,Graduate
1443,10,6,1,1,Dropout
1444,7,7,1,0,Graduate
1445,5,4,1,1,Dropout
1446,4,6,1,1,Dropout
1447,5,4,1,1,Dropout
1448,10,5,1,1,Dropout
1449,5,5,1,1,Graduate
1450,5,2,1,1,Dropout
1451,10,10,1,1,Graduate
1452,5,2,1,1,Dropout
1453,6,8,1,1,Graduate
1455,5,10,1,1,Dropout
1459,8,8,1,1,Dropout
1460,8,8,1,1,Dropout
1461,10,9,1,1,Graduate
1463,5,5,1,1,Dropout
1465,1,1,1,0,Graduate
1466,10,10,1,1,Dropout
1468,10,8,1,1,Graduate
1469,5,4,1,1,Graduate
1472,5,10,1,1,Graduate
1473,1,5,1,1,Dropout
1475,5,8,1,1,Graduate
1476,10,6,1,0,Dropout
1477,4,4,1,1,Graduate
1478,5,5,1,1,Dropout
1479,5,10,1,1,Dropout
1480,10,5,1,1,Dropout
1481,10,2,0,1,Graduate
1482,3,7,1,1,Graduate
1483,10,10,0,1,Graduate
1484,10,8,0,1,Graduate
1485,5,4,0,1,Graduate
1486,5,3,0,1,Graduate
1488,9,6,1,0,Dropout
1489,5,1,1,1,Graduate
1490,10,10,1,1,Graduate
1491,10,10,1,1,Graduate
1492,3,3,1,1,Dropout
1493,6,9,1,1,Graduate
1494,3,3,1,1,Dropout
1495,3,6,1,1,Graduate
1496,6,6,1,1,Graduate
1497,5,11,1,1,Graduate
1499,5,5,1,1,Graduate
1500,4,4,1,1,Graduate
1501,12,12,1,1,Dropout
1502,6,4,1,0,Graduate
1505,8,8,0,1,Dropout
1507,8,8,1,1,Graduate
1508,8,8,1,1,Graduate
1509,7,7,0,1,Dropout
1510,5,9,1,1,Dropout
1512,6,10,1,1,Graduate
1513,10,10,0,1,Graduate
1514,10,10,0,1,Dropout
1515,10,8,0,1,Graduate
1516,5,2,0,1,Dropout
1517,5,2,1,1,Graduate
1519,10,5,1,1,Dropout
1520,10,10,1,0,Dropout
1521,10,10,1,0,Graduate
1522,10,5,1,1,Dropout
1523,8,5,1,1,Dropout
1525,5,4,1,1,Graduate
1526,6,2,1,1,Dropout
1527,10,10,1,1,Graduate
1528,10,8,0,1,Graduate
1529,3,10,0,1,Dropout
1531,10,6,0,1,Graduate
1532,10,7,0,1,Graduate
1534,10,10,0,1,Graduate
1536,10,9,0,1,Dropout
1537,10,11,0,1,Graduate
1538,8,8,0,1,Dropout
1539,5,8,0,1,Dropout
1540,4,6,0,1,Dropout
1541,8,9,0,1,Dropout
1542,12,12,0,0,Dropout
1543,5,10,1,1,Dropout
1544,1,1,0,0,Dropout
1545,5,10,0,1,Graduate
1547,1,1,0,0,Dropout
1548,10,10,0,1,Dropout
1549,10,10,0,1,Dropout
1550,1,1,0,0,Graduate
1551,10,10,0,1,Graduate
1552,10,10,0,1,Graduate
1553,6,6,0,1,Graduate
1554,10,10,0,0,Graduate
1555,3,8,0,1,Graduate
1556,10,6,1,1,Dropout
1558,10,10,1,1,Dropout
1559,3,11,1,1,Graduate
1562,4,5,0,1,Graduate
1565,8,8,0,1,Graduate
1566,10,6,0,1,Graduate
1567,5,5,1,1,Graduate
1569,10,7,0,1,Dropout
1571,10,11,1,1,Dropout
1572,12,12,1,0,Dropout
1573,10,8,0,1,Dropout
1574,7,7,0,0,Graduate
1575,5,5,0,1,Graduate
1576,10,10,0,1,Dropout
1578,10,9,0,1,Dropout
1580,10,8,1,1,Graduate
1582,4,10,0,0,Dropout
1583,10,10,0,1,Dropout
1584,10,10,0,1,Graduate
1585,10,9,1,1,Graduate
1588,6,5,1,1,Dropout
1589,5,13,1,0,Graduate
1590,5,8,1,1,Dropout
1591,3,11,1,1,Dropout
1593,10,4,1,1,Dropout
1597,10,10,1,1,Graduate
1598,8,8,1,1,Dropout
1599,10,10,1,1,Dropout
1600,1,4,1,1,Graduate
1603,7,7,1,1,Graduate
1604,10,9,1,1,Dropout
1606,4,10,1,1,Graduate
1607,3,2,1,1,Graduate
1609,8,8,1,1,Graduate
1610,5,8,1,1,Dropout
1612,6,6,0,1,Graduate
1613,1,1,0,0,Dropout
1614,6,4,0,0,Graduate
1615,10,6,0,1,Dropout
1616,7,10,0,1,Graduate
1617,8,5,0,0,Dropout
1618,10,10,0,1,Dropout
1619,10,11,0,1,Graduate
1620,10,8,0,1,Graduate
1621,10,10,0,1,Graduate
1622,10,5,0,1,Dropout
1623,10,10,0,1,Dropout
1624,5,8,0,1,Dropout
1625,8,11,0,0,Dropout
1626,10,5,0,1,Graduate
1627,6,6,1,0,Dropout
1628,5,1,1,1,Dropout
1629,10,9,1,1,Dropout
1630,10,10,1,1,Graduate
1631,10,5,1,1,Dropout
1632,10,10,1,0,Graduate
1634,10,11,1,0,Graduate
1635,8,6,1,1,Graduate
1636,7,7,1,1,Graduate
1637,5,5,1,1,Graduate
1638,6,4,1,1,Dropout
1639,3,4,1,1,Graduate
1640,5,4,0,1,Graduate
1641,10,8,0,1,Graduate
1642,5,5,0,1,Graduate
1643,10,10,0,0,Graduate
1644,4,4,0,1,Dropout
1645,5,8,0,1,Dropout
1646,4,4,0,1,Graduate
1647,5,8,0,1,Graduate
1648,10,8,0,1,Dropout
1649,5,10,0,1,Graduate
1651,5,8,0,1,Graduate
1653,4,11,0,1,Graduate
1654,3,10,0,1,Dropout
1655,10,4,0,1,Graduate
1656,2,5,0,1,Graduate
1658,10,10,0,1,Graduate
1660,5,7,0,1,Graduate
1661,6,3,0,1,Graduate
1662,5,5,0,1,Graduate
1663,10,8,0,1,Graduate
1664,10,2,0,1,Graduate
1666,6,7,0,1,Graduate
1667,2,6,0,1,Graduate
1668,5,7,0,1,Dropout
1669,6,9,0,0,Graduate
1671,5,3,0,1,Graduate
1672,5,2,0,1,Dropout
1673,5,5,0,1,Graduate
1674,5,10,0,1,Graduate
1675,5,5,0,1,Dropout
1676,2,8,1,1,Dropout
1677,4,4,1,0,Graduate
1678,5,12,1,1,Graduate
1679,10,10,1,1,Dropout
1682,10,5,1,1,Dropout
1683,4,4,1,1,Dropout
1684,6,6,1,1,Graduate
1685,3,3,1,1,Graduate
1686,10,10,1,1,Graduate
1687,3,3,1,1,Dropout
1689,10,10,1,1,Dropout
1690,1,1,1,1,Dropout
1691,5,8,1,1,Dropout
1692,10,10,1,1,Graduate
1694,4,11,1,1,Dropout
1695,10,9,1,1,Graduate
1696,5,6,1,1,Graduate
1697,1,3,1,1,Dropout
1698,6,6,1,1,Dropout
1699,12,12,1,1,Dropout
1700,10,10,1,1,Graduate
1701,6,6,1,1,Graduate
1702,1,1,1,1,Dropout
1703,8,8,1,1,Graduate
1704,5,10,1,1,Graduate
1706,5,5,1,1,Dropout
1708,8,11,1,1,Dropout
1709,10,6,0,1,Graduate
1711,6,5,0,1,Graduate
1712,4,11,0,1,Dropout
1714,10,10,0,1,Graduate
1715,5,11,0,1,Graduate
1716,8,8,0,1,Graduate
1718,8,8,1,1,Dropout
1719,3,5,1,0,Dropout
1720,10,10,1,1,Graduate
1721,10,10,0,1,Graduate
1722,3,9,0,1,Graduate
1723,10,10,0,1,Graduate
1724,4,11,0,1,Graduate
1725,6,2,0,0,Dropout
1726,13,13,0,1,Graduate
1728,5,10,0,1,Dropout
1729,10,10,1,0,Graduate
1730,6,11,1,1,Graduate
1731,12,9,1,1,Dropout
1732,10,11,1,1,Dropout
1734,10,10,1,1,Dropout
1735,4,9,1,1,Graduate
1736,3,2,1,1,Graduate
1738,6,10,1,1,Graduate
1739,10,11,1,1,Dropout
1740,6,3,1,1,Dropout
1742,3,10,1,1,Dropout
1743,10,7,1,1,Dropout
1744,12,12,1,1,Dropout
1745,5,5,1,1,Dropout
1746,10,5,1,1,Dropout
1747,10,7,1,1,Dropout
1748,10,5,1,1,Dropout
1749,8,8,1,1,Dropout
1751,10,10,1,1,Graduate
1754,3,10,1,1,Dropout
1757,5,9,0,1,Dropout
1758,3,6,0,1,Graduate
1759,5,8,0,1,Graduate
1760,29,36,0,1,Graduate
1761,6,8,0,1,Dropout
1762,2,4,1,1,Graduate
1763,7,5,1,1,Graduate
1764,7,7,1,1,Graduate
1765,10,10,0,1,Dropout
1766,10,10,0,1,Dropout
1768,3,7,1,1,Dropout
1772,10,10,0,1,Graduate
1775,1,1,1,1,Dropout
1776,5,8,1,1,Graduate
1777,10,10,1,0,Dropout
1778,8,8,1,1,Graduate
1779,10,10,1,1,Graduate
1781,4,4,1,1,Graduate
1782,4,8,1,1,Dropout
1784,10,10,1,1,Dropout
1786,10,5,1,1,Dropout
1787,10,10,1,0,Graduate
1788,1,2,1,1,Dropout
1789,5,5,1,1,Graduate
1790,10,5,1,1,Graduate
1791,4,11,1,1,Dropout
1792,3,3,1,0,Dropout
1793,5,8,1,1,Dropout
1795,8,10,0,1,Graduate
1796,10,8,0,1,Graduate
1797,10,10,0,1,Dropout
1798,5,10,0,1,Dropout
1799,10,4,0,1,Dropout
1800,5,2,1,1,Dropout
1801,1,1,1,0,Graduate
1802,10,10,1,1,Graduate
1803,5,5,1,1,Dropout
1804,10,6,1,1,Dropout
1805,3,10,1,0,Dropout
1807,2,2,1,1,Dropout
1809,6,4,1,0,Graduate
1810,10,10,1,1,Graduate
1811,4,4,0,1,Graduate
1812,6,6,1,1,Dropout
1813,10,10,1,1,Graduate
1814,5,8,1,1,Dropout
1816,7,7,0,0,Graduate
1817,10,10,0,1,Graduate
1818,10,10,0,1,Dropout
1819,4,4,0,1,Dropout
1823,5,5,0,1,Dropout
1824,4,4,0,1,Graduate
1825,6,4,0,1,Graduate
1826,6,8,0,1,Graduate
1828,5,6,0,1,Dropout
1830,10,9,0,1,Dropout
1831,5,5,0,1,Graduate
1832,10,9,0,1,Graduate
1833,10,10,0,1,Dropout
1834,4,10,0,1,Graduate
1835,29,43,0,1,Graduate
1836,10,4,0,0,Graduate
1838,3,6,0,1,Graduate
1839,5,5,0,1,Graduate
1840,1,6,0,1,Dropout
1841,4,11,1,1,Dropout
1842,4,7,1,1,Graduate
1844,10,10,1,1,Graduate
1845,3,5,1,1,Dropout
1846,6,3,1,1,Dropout
1847,10,11,1,0,Dropout
1848,3,3,1,1,Graduate
1850,8,11,1,1,Dropout
1851,10,8,1,1,Dropout
1852,4,4,1,1,Graduate
1853,3,11,1,1,Graduate
1854,12,12,1,1,Dropout
1855,12,12,1,1,Dropout
1856,10,10,0,1,Graduate
1857,10,10,1,1,Graduate
1858,5,3,1,1,Graduate
1860,1,6,1,1,Dropout
1862,6,5,1,1,Dropout
1863,10,6,1,1,Graduate
1864,5,5,1,1,Dropout
1865,4,8,1,0,Graduate
1866,6,10,1,1,Dropout
1867,10,7,1,0,Dropout
1868,10,9,1,1,Graduate
1869,1,1,1,1,Graduate
1870,8,3,1,1,Dropout
1871,5,5,1,1,Dropout
1872,5,11,1,1,Graduate
1873,1,1,1,0,Dropout
1874,8,8,1,1,Graduate
1875,10,10,1,1,Graduate
1876,4,8,1,1,Dropout
1877,5,5,1,1,Dropout
1878,6,6,1,1,Dropout
1879,5,10,1,1,Graduate
1881,10,5,1,1,Dropout
1882,10,10,0,1,Dropout
1883,11,6,1,1,Graduate
1885,10,4,0,1,Graduate
1886,10,8,1,1,Dropout
1887,6,1,1,1,Dropout
1888,3,9,0,1,Graduate
1889,10,4,0,1,Graduate
1890,5,5,0,1,Graduate
1891,8,8,0,1,Graduate
1892,5,4,0,1,Dropout
1894,5,4,0,1,Graduate
1897,3,3,0,1,Dropout
1898,5,2,0,1,Graduate
1899,3,9,0,1,Graduate
1900,4,1,0,1,Graduate
1901,5,5,0,1,Graduate
1902,5,5,0,1,Graduate
1903,5,11,0,1,Graduate
1904,8,10,0,1,Graduate
1905,5,9,0,1,Graduate
1906,6,10,0,1,Graduate
1907,10,11,0,1,Graduate
1909,3,3,0,1,Graduate
1910,5,6,0,1,Graduate
1911,6,8,0,1,Graduate
1912,10,4,0,1,Graduate
1913,4,4,0,0,Dropout
1914,10,5,0,1,Graduate
1915,5,9,0,1,Graduate
1916,6,9,0,1,Graduate
1917,10,11,0,1,Graduate
1918,10,10,0,1,Graduate
1921,10,9,0,1,Graduate
1923,6,2,0,1,Graduate
1924,5,8,0,1,Dropout
1925,5,11,0,1,Graduate
1926,10,5,0,1,Graduate
1927,10,10,0,1,Graduate
1929,10,10,0,1,Graduate
1930,2,2,0,1,Graduate
1931,6,8,0,1,Graduate
1932,4,4,0,1,Graduate
1933,10,5,0,1,Graduate
1934,10,10,0,1,Graduate
1935,4,4,0,1,Graduate
1936,3,11,0,1,Graduate
1937,5,6,0,1,Graduate
1938,5,11,0,1,Dropout
1939,4,5,0,1,Graduate
1940,10,5,0,1,Graduate
1941,10,7,0,1,Graduate
1942,10,10,0,1,Graduate
1943,4,6,0,1,Graduate
1944,5,8,0,1,Dropout
1945,10,10,0,1,Graduate
1946,6,4,0,1,Graduate
1947,5,11,0,1,Graduate
1948,10,10,0,1,Graduate
1949,6,6,0,1,Graduate
1950,5,8,0,1,Dropout
1951,10,10,0,1,Dropout
1952,8,8,0,1,Dropout
1953,6,7,0,1,Graduate
1955,5,1,0,1,Graduate
1957,5,5,0,1,Graduate
1958,5,10,0,1,Dropout
1960,5,10,0,1,Graduate
1962,6,5,0,1,Graduate
1963,5,5,0,1,Graduate
1964,5,2,0,1,Graduate
1965,3,5,0,1,Graduate
1966,4,5,0,1,Graduate
1969,5,8,0,1,Graduate
1971,3,5,0,1,Graduate
1972,6,5,0,1,Dropout
1973,5,7,0,1,Graduate
1974,4,11,0,1,Graduate
1975,5,5,0,1,Dropout
1977,29,15,0,1,Graduate
1979,10,10,0,1,Graduate
1980,10,10,0,1,Graduate
1981,8,8,0,1,Graduate
1982,7,7,0,1,Graduate
1983,6,9,0,1,Graduate
1984,6,6,0,1,Graduate
1985,10,8,0,1,Graduate
1986,10,10,0,1,Graduate
1988,4,4,0,1,Graduate
1990,6,6,0,0,Graduate
1991,10,10,0,1,Dropout
1993,31,40,0,1,Graduate
1994,1,1,0,1,Dropout
1995,1,3,0,1,Graduate
1996,5,9,0,1,Graduate
1997,10,10,0,1,Graduate
1998,5,8,0,0,Dropout
1999,10,8,0,1,Graduate
2000,10,7,0,1,Dropout
2001,10,6,0,1,Dropout
2002,10,10,0,1,Graduate
2003,5,9,0,1,Dropout
2004,1,1,0,1,Dropout
2005,5,11,0,1,Graduate
2006,10,9,0,0,Graduate
2007,10,3,0,1,Graduate
2008,10,8,0,1,Graduate
2009,12,12,0,1,Dropout
2010,10,6,0,1,Graduate
2011,10,5,0,0,Graduate
2012,6,4,0,1,Dropout
2013,10,10,0,1,Dropout
2014,5,5,0,1,Dropout
2015,7,7,0,1,Graduate
2016,7,7,0,1,Graduate
2017,10,11,0,1,Graduate
2019,5,10,1,1,Graduate
2020,10,6,1,1,Dropout
2021,10,5,0,1,Dropout
2022,10,10,1,1,Dropout
2023,6,9,1,1,Graduate
2025,5,11,1,1,Graduate
2026,4,4,1,1,Graduate
2028,5,10,0,1,Graduate
2029,10,7,1,1,Graduate
2030,10,11,0,1,Graduate
2031,10,10,0,1,Dropout
2032,10,7,0,1,Graduate
2033,10,10,1,0,Dropout
2034,7,7,1,1,Graduate
2036,6,10,1,1,Dropout
2037,2,2,0,1,Dropout
2038,10,10,0,1,Graduate
2039,8,8,0,1,Graduate
2040,10,10,0,1,Dropout
2041,5,7,0,0,Graduate
2042,10,4,1,1,Graduate
2043,10,10,0,1,Graduate
2044,4,4,0,1,Graduate
2045,10,2,0,1,Graduate
2046,8,8,0,1,Dropout
2047,8,8,0,1,Dropout
2048,3,6,0,1,Graduate
2049,10,8,0,1,Graduate
2050,10,4,0,1,Graduate
2051,8,8,0,1,Graduate
2052,5,6,0,1,Dropout
2054,5,6,0,1,Graduate
2055,10,9,0,1,Graduate
2056,10,8,0,1,Graduate
2058,6,8,0,1,Graduate
2059,5,11,0,1,Dropout
2060,4,10,0,1,Graduate
2061,10,9,0,1,Graduate
2062,10,10,0,1,Graduate
2063,5,8,0,1,Graduate
2064,10,10,0,1,Graduate
2065,10,9,0,1,Graduate
2066,8,11,0,1,Graduate
2067,5,5,0,1,Graduate
2069,10,8,1,1,Dropout
2070,2,11,0,1,Graduate
2071,10,5,0,1,Graduate
2072,6,10,0,1,Graduate
2073,10,10,0,1,Graduate
2074,4,10,0,1,Graduate
2075,10,5,0,1,Graduate
2076,5,11,0,1,Graduate
2077,5,9,0,1,Graduate
2078,4,7,0,1,Graduate
2079,8,8,0,1,Graduate
2080,10,10,0,1,Graduate
2081,3,2,0,1,Graduate
2082,10,9,0,1,Graduate
2083,3,4,0,1,Graduate
2084,10,10,0,1,Graduate
2085,13,12,0,1,Dropout
2086,5,5,0,0,Dropout
2087,4,7,0,1,Dropout
2088,5,9,0,1,Graduate
2089,5,8,0,1,Dropout
2090,6,8,0,1,Graduate
2092,3,2,0,1,Graduate
2093,10,10,0,1,Graduate
2094,3,3,0,1,Dropout
2095,3,3,0,1,Graduate
2096,5,5,0,1,Dropout
2097,8,8,0,1,Graduate
2098,6,6,0,1,Graduate
2099,6,6,0,1,Dropout
2101,5,4,0,0,Graduate
2102,10,9,0,1,Graduate
2103,4,1,0,1,Dropout
2104,10,10,0,1,Graduate
2107,10,10,0,1,Graduate
2109,3,3,0,1,Graduate
2111,10,3,0,1,Graduate
2112,10,10,0,1,Graduate
2113,28,42,0,1,Graduate
2114,6,6,0,1,Dropout
2115,6,6,0,1,Dropout
2116,5,5,0,1,Graduate
2117,10,10,0,1,Dropout
2118,12,5,0,1,Graduate
2120,5,10,0,1,Dropout
2121,6,6,0,1,Graduate
2122,10,8,0,1,Graduate
2123,5,11,0,1,Dropout
2124,4,4,0,1,Graduate
2125,10,10,0,1,Dropout
2126,6,8,0,1,Dropout
2127,2,2,0,1,Dropout
2128,9,9,0,1,Dropout
2129,6,8,0,1,Graduate
2131,6,8,0,1,Graduate
2132,5,6,0,1,Graduate
2133,5,6,0,1,Graduate
2134,2,2,0,1,Graduate
2135,5,2,0,1,Dropout
2136,10,10,0,1,Graduate
2137,10,10,0,1,Graduate
2138,5,9,0,1,Graduate
2139,6,9,0,1,Dropout
2141,5,10,0,1,Graduate
2142,10,10,0,1,Graduate
2143,3,4,0,1,Graduate
2144,8,10,0,0,Graduate
2146,10,7,0,1,Graduate
2147,10,6,0,1,Graduate
2148,5,6,0,1,Graduate
2149,6,6,0,1,Graduate
2150,4,4,0,1,Graduate
2152,8,8,0,1,Graduate
2153,5,10,0,1,Graduate
2154,23,44,0,1,Graduate
2155,10,10,0,1,Graduate
2157,10,11,0,1,Graduate
2158,4,6,0,1,Graduate
2159,6,9,0,1,Dropout
2160,2,3,0,1,Graduate
2161,1,1,0,1,Dropout
2162,8,10,0,1,Dropout
2163,4,4,0,1,Graduate
2164,4,4,0,1,Graduate
2165,10,4,0,1,Graduate
2166,6,10,0,1,Graduate
2167,10,10,0,1,Graduate
